label,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,c13,c14,c15
iy,0.544289493473,0.0713514811917,-0.238576625544,0.687391465143,0.698434675005,-0.266768240044,0.401819813071,-0.612010108608,0.167998882623,-0.517031489616,0.121271802542,-0.790364601286,0.308302563348,0.673236778151,-0.286108353949
aa,0.693478778695,-0.0292293205577,-0.626905036293,0.381326712935,0.704823534875,0.684824628242,0.569259118345,-0.19938335326,0.385058214334,0.624480054089,0.494143999743,-0.10887016194,-0.686455521992,0.096652271138,-0.691369823183
en,0.307193070996,-0.102747621937,0.255806826262,0.366700812245,0.249178320875,-0.0497960416451,-0.507619846251,0.0179040909002,-0.420760319141,0.192015907658,0.648060602073,-0.181086606622,0.396996753298,0.432486706883,-0.234307601829
ae,0.370637856046,-0.608018038777,-0.520519473701,-0.258696348174,0.467973896323,0.0444703950431,0.705405422197,-0.70562417365,-0.628073932308,0.663233358851,0.592253715512,-0.59833804225,0.457053638021,0.569516088387,-0.655504504418
eh,0.862592423917,-0.705379776722,-0.360664797993,0.253940581992,-0.0622627291631,0.418214000824,0.363651542901,-0.500903333365,0.504763190306,0.464146595794,0.808039891924,-0.637598401232,0.20954206534,0.668460552387,-0.681555444944
el,0.805411458642,0.0398990447042,-0.35830776044,0.500177321838,0.616740571328,-0.139968378988,-0.626935417499,0.0818357198806,0.0967456251801,-0.262979238699,-0.284459324852,-0.0883650730062,0.402069216161,0.546076568398,0.072127425013
ah,0.532413437821,-0.424324038533,-0.0616607289393,0.718940373999,0.784366083803,-0.0113555173233,-0.00713818979392,-0.906378313009,0.596353273287,0.536575629553,0.679844408128,-0.405015763603,0.114795850462,-0.0211666800976,-0.604381714798
ahn,0.261167258618,-0.0434014044686,-0.179977706339,0.216303147393,0.251617039205,0.0294096029418,-0.107544471991,-0.0132259027108,-0.0182273753217,0.129989424641,0.214547683938,-0.211923668918,0.127842221395,0.279173661637,-0.139846191263
ow,0.140549976444,-0.780589604606,-0.396594538301,0.302904593504,0.639502084197,0.252122018651,0.490168237038,-0.437231069718,0.636813477982,-0.460378121163,0.659843202868,0.217941520765,-0.465786348813,0.392141078131,-0.0353668760946
ao,0.532081779364,-0.568511484391,-0.0164779853245,0.448054957698,0.660921598856,0.543284614638,0.812357164563,0.240795680013,0.511087932377,0.202738665139,0.062756068031,-0.591176145571,-0.390809941125,0.0507243450081,-0.725080510597
w,-0.694221985595,0.0535751420512,-0.438883964594,-0.763194858072,-0.280414757355,-0.14617360547,0.0644867421527,0.699314218222,-0.608102015406,0.0151492270732,-0.0930545849973,-0.692228333082,0.348712195648,-0.448752179878,-0.455375703342
