label,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,c13,c14,c15,c16,c17,c18,c19,c20
iy,-0.664449064598,-0.0288072151871,0.197236204898,-0.219315143733,0.283103218144,0.659822068723,-0.559992811696,0.555421470612,0.530212950404,0.0378211808042,0.598019080551,-0.427112460038,-0.542357153339,0.465730026721,0.178904851755,0.362492403879,0.50745213432,0.54931569696,0.541375103314,-0.578235005598
aa,0.124418739074,0.446800773884,-0.564367713622,-0.439599397088,0.643840152385,0.584870850803,0.218522763569,0.598538890347,0.209096785713,-0.477781477399,0.598986945442,-0.48026014515,0.408898572729,0.0559443755522,-0.568763335823,-0.328856449233,0.336692427436,0.524165158658,0.571239984369,0.483039697179
en,-0.2008339452,0.0710286680289,-0.0411777604244,0.324446455277,0.37698460496,0.0737215995047,-0.527755934504,0.456588420728,-0.303257363088,0.411721484919,0.212296523218,0.276392186425,-0.0934703925672,-0.403149737127,-0.20909945337,0.579891923257,-0.0725620079392,0.433471759781,0.0395707463762,-0.0205979126543
ae,-0.293759228151,0.34316590468,0.466401382674,-0.459870368154,0.536232736163,0.4709634437,-0.631021120798,0.535817090209,0.169711891953,0.549305680424,0.845170160348,0.498606555621,0.40910249517,0.414589866147,-0.465191804283,-0.435928049755,0.591205782389,0.403611198437,0.478755944548,0.453680761845
eh,-0.405719003375,0.525135468702,0.0605135079293,-0.482364380872,0.656088434233,0.468830824628,0.272678952419,0.449978716574,0.525364890576,0.623898824365,0.482568937374,-0.0552542402576,-0.479943076863,-0.285289987498,-0.71689142292,-0.376635303674,0.420809906792,0.448506604443,0.658506218715,0.505969367345
el,-0.219319001153,-0.38653034935,0.395174896702,0.334289969905,0.639559618643,0.306354340971,-0.29115257121,0.358488074569,0.0301042663557,-0.282647511162,-0.0410029324128,-0.51793407088,-0.430899988879,0.100488591172,-0.374778776514,0.519991147564,-0.293819793339,0.322196740745,0.13662363426,-0.201507435318
ah,-0.601441458334,-0.351388299694,-0.279472993291,-0.41256841973,0.551422329782,0.697839451257,0.477227507167,0.469955398626,0.600676623136,0.400117512155,0.76968837322,-0.285949149499,0.270242344201,-0.362262028295,-0.707298300559,0.335002630491,0.314697444676,0.642075936158,0.321704603055,0.228608759681
ahn,-0.172453164272,-0.0376517474076,-0.0908406034074,0.0291854938514,0.249435977736,0.150095328073,-0.170496478401,0.250257971444,0.0645675828211,0.0450465111036,0.196235837417,-0.115292760663,-0.0520172246433,0.00994083952967,-0.273727185512,0.1601945434,0.0158497628979,0.125390357791,0.199516563793,0.0452461587517
ow,-0.598818673124,0.370649654489,-0.356860018032,0.567525673879,0.442530615082,0.651755937743,0.435040625223,0.589445351904,0.56938828937,-0.516421333114,0.610250643641,0.0348473249491,-0.332751310672,0.343628796738,-0.32160923193,-0.319521613238,0.577345790328,0.503940359435,-0.241630853708,0.393573462761
ao,-0.351743821334,0.329594685922,-0.544224258245,-0.373592116544,0.366004704074,0.566015138695,-0.39582412481,0.385787282648,0.604675744607,-0.472526493352,0.296150452459,-0.587698745488,-0.0788885528363,-0.581059953394,0.123404436916,-0.461145884692,0.441046574765,0.446258522083,0.412937949019,0.52237903783
w,0.482415799686,-0.542823477801,-0.358269074891,-0.358438851748,-0.414771069509,0.612298417106,-0.534423024255,-0.527843390671,-0.182281207015,0.49885693584,-0.294281453806,0.476587093729,-0.538876891213,0.409894129297,0.198730212449,-0.295130367119,-0.461058697208,-0.275139165406,0.135411138721,0.298171376635
ih,-0.634030447621,0.640749280132,-0.0460160609067,-0.657707505497,0.384113712877,0.346786561572,-0.709199196148,0.509687332475,0.405542778349,0.632074153633,0.599691937961,-0.252718203713,-0.016313672519,-0.545434082482,-0.39568163939,0.342671087683,0.533196257021,0.587866542573,-0.0767394261537,0.564021253257
ch,-0.180251344907,0.0832334264098,-0.0656985457876,0.072954000571,0.0344641885764,0.288109046798,0.456683830044,-0.55149191992,-0.362987320859,-0.338983523559,-0.0789915798406,0.308802244974,-0.484684043547,-0.306898029684,-0.0309961922224,-0.238353642326,-0.103675235095,-0.280399336049,0.291437713259,-0.42830532485
ey,-0.527392758603,-0.279768410536,-0.154953722003,-0.36685538058,0.537511476754,0.172939301899,-0.365783273089,0.622492262335,-0.218075648431,0.220339350708,0.658896426226,-0.47255690798,-0.340511791368,0.499499394615,-0.617837375709,-0.367584256185,0.202409195587,0.560345065706,-0.194428607075,0.609139863821
aw,-0.467511702662,0.478073610777,-0.00470684514443,-0.292506275686,0.529713653196,0.445456940899,-0.338222100823,0.415364933381,0.144768530789,-0.464194239095,0.530423238962,0.376667813164,0.142622889949,0.287273965173,-0.646732574955,0.153969103843,-0.0390668186338,0.564638503175,0.504469829624,-0.0126474300469
ay,-0.262640001099,-0.401090996308,-0.495020184761,-0.456268104026,-0.332292622886,0.126514377224,-0.44995971426,0.513078929795,0.416951480665,-0.31440343262,0.58219396205,0.163925615532,0.0394088356869,0.487301865796,-0.766452559025,-0.119906868761,0.549770850027,0.595078966638,0.631583764005,0.52087965962
zh,0.139360480158,0.114392478102,0.082105496854,0.0880696822761,0.157905035073,-0.23855631953,0.0209782493321,-0.185568453109,-0.196340977514,-0.0962118132417,0.0494177685578,-0.00705100110518,-0.420062673542,0.0240283630557,-0.0290802115367,0.0942538516508,0.0446541338397,0.0156281265941,-0.0462233923873,-0.30357860503
tq,-0.00592572246837,0.268592694395,-0.0840845592817,0.38464556626,-0.0956622645321,-0.472469661749,0.337470454133,0.346988157491,-0.550012708567,-0.36507303485,0.535439554178,-0.55118176345,0.311690927648,-0.252006160276,0.360069767122,0.317688686209,-0.526908099283,-0.319242255298,0.492068949787,-0.198932623816
er,-0.406451523099,-0.256074396593,0.447928211538,0.334932395998,0.560322948471,0.259511609218,-0.379597785437,0.461042079076,0.580204871846,0.459417751176,0.258506643146,-0.501268149943,0.0477161653482,0.142845908476,-0.467314181497,0.271672623628,-0.00570506667555,-0.373467378864,0.280329686268,0.518216223399
#,-0.680152185344,0.604283187133,0.671876721913,-0.479783697768,-0.56407687665,-0.629540391101,0.627132093933,-0.678760785809,0.645278317374,0.65447505761,-0.744932274538,-0.593593135321,0.617841487898,0.577428030491,0.632253219597,-0.450995620773,-0.739041496148,0.65512111582,-0.719894137073,-0.813060860171
ayn,-0.0733821251214,0.00286870120193,-0.0652313745295,-0.0166266141649,0.13129399125,0.151306863415,-0.133191592846,0.0550994781399,0.0429830635517,-0.0743092967531,0.16873698338,-0.0483493802651,-0.0637347102639,0.0250547446876,-0.170293198975,0.0618601594613,0.0437399139702,0.104656781119,0.0991927109574,0.0415220972832
eng,-0.0456573854176,-0.0520983451812,-0.0294454661736,0.0163570911987,0.128888475354,0.131241724948,-0.133496224651,0.0804915419008,-0.0317835304542,-0.0531151167218,0.11676871264,-0.0610781770938,-0.109612293968,-0.0560902422107,-0.114059967462,0.125960236134,0.0578015382107,0.0981877458782,0.087264964867,0.034398505833
aan,-0.0762141790342,-0.0245223883691,-0.0572759260132,-0.0643098209562,0.226405122572,0.178726979593,-0.140473000755,0.144922096559,0.00116620262338,-0.0333208918979,0.167292080071,-0.0965287055316,-0.0776086461025,-0.023718012568,-0.230205083168,0.0846268352342,-0.0132678854348,0.0935237829935,0.148648831315,0.0617345573596
eyn,-0.0934380575973,0.0203747506904,-0.0606435481178,-0.0414779010235,0.158077449145,0.162930120433,-0.142641267754,0.106724713711,0.027536687185,-0.0579620717962,0.156340487918,-0.0296357396429,-0.0717580608845,-0.0105716495554,-0.181324943531,0.0800370069721,0.0503925887834,0.112898655375,0.0860385147731,0.0313781542891
nx,0.46792908567,-0.534327031105,0.245007955848,0.559343491818,-0.501506750096,-0.45860902951,0.24334226554,0.184552781145,-0.414878504029,-0.42858057684,-0.473163986973,0.306795706552,0.0656163746231,0.460846997696,-0.462802300799,-0.27439376514,0.13455548383,-0.489528592239,-0.550399764024,-0.459226650703
oyn,-0.035686657233,0.0262074237858,-0.0325987639336,-0.00275323238964,0.165063182143,0.14597227712,-0.11190403631,0.0842176178798,0.0155001985025,-0.0747364329445,0.118071174912,-0.0436407589254,-0.0711602018393,-0.0155221124847,-0.177283829673,0.0800577492044,0.00725516981796,0.0961947536696,0.0870384718465,-0.00323724624235
r,0.588786538645,0.121605871004,0.60731004964,0.637078947532,0.44902898874,0.613214110621,-0.492360468948,-0.60210725167,0.40785695682,-0.510851101373,-0.521430672552,-0.364341910115,0.502178813906,0.314797337652,-0.632065814453,0.496388125018,-0.454869771108,-0.545147828234,-0.476947529217,0.511831561027
th,0.300149391772,-0.0561510449982,-0.523460350828,0.161803422733,-0.385501232018,-0.388296043536,0.287967936743,-0.387699818837,-0.257850094771,-0.513544304143,-0.412150085349,-0.31951401138,-0.468525295678,-0.440875829203,-0.369174487,-0.415454458384,0.360112569773,-0.208473146064,0.341277391784,0.219661793022
t,-0.50627290932,-0.359826035991,0.600269684953,0.522836765726,-0.51673531658,0.177295246622,0.1902278495,-0.28087901806,-0.506492524762,-0.478303632892,0.71133632919,0.213734154165,-0.0909660274107,-0.536785886832,0.466489344058,-0.307057176788,-0.550772711973,-0.595526932956,0.3522445662,0.241930658691
ehn,-0.149274074618,-0.048044096962,-0.0983166455401,-0.0229810754969,0.256575766529,0.141031886276,-0.172700326797,0.246664938836,-0.0407424629414,0.00752042909792,0.181468722086,-0.0475581048422,-0.0882571868623,-0.00053586715374,-0.323697201048,0.114680101325,0.0564295454126,0.12213150935,0.185752752449,0.0600255679339
<,-0.0593071839277,0.134223663222,0.176185266658,0.0252070767052,0.0297793612122,-0.0504072615184,0.00586694761707,-0.0595431303817,-0.0471822793663,0.0538988955402,-0.146572223255,-0.224266798081,-0.0400482407549,0.0548230847525,0.0258872241014,0.111963459649,-0.247564658945,0.0726752938308,-0.187211879544,-0.248589640838
>,0.0311459423195,0.175837001796,0.0182997472498,-0.185773592928,0.160901965194,0.0954377057326,-0.017101982995,-0.228813487061,-0.0168949149124,0.0949856412586,-0.147040159769,-0.0473229670408,0.0406772882142,0.0376153870871,0.0206272300092,-0.0898689716166,-0.188505720103,0.0041692249471,-0.270071910628,-0.262894215816
ng,0.522238051373,-0.418082953392,0.527041548028,0.638360875401,-0.514949241427,-0.503236299756,0.361487545292,0.526649684585,0.381721674483,0.238122773679,-0.350888153113,-0.490403181669,-0.663430513397,-0.539192757673,0.334681843725,0.577491595481,0.379077636906,0.436659152751,-0.209560397044,0.621612072892
dh,0.474686919207,-0.500092062541,-0.404281272123,0.563121146593,-0.459188461813,-0.420622460147,-0.533652578936,-0.51194098236,0.642829125408,-0.472423915836,-0.228864847536,0.545272603223,-0.00270943524408,-0.530286046115,0.338391601261,-0.215843639292,0.545338931077,-0.403804700392,0.501706451063,-0.309922375162
uhn,-0.0379435671873,0.00959950591495,-0.0502584316129,0.00368808755776,0.113005062874,0.126617223369,-0.0880439020929,0.0328638957113,0.00676638658483,-0.0628237648799,0.116078110534,-0.0255382200511,-0.0875681107353,-0.0275122429417,-0.138894579445,0.0806352247276,0.0336734752283,0.0632168231975,0.06319188206,-0.0185389653499
aon,-0.0510507180572,0.0201799176766,-0.0863381906221,-0.00222496069792,0.11873505161,0.153533013144,-0.101603146522,0.0749809627879,0.0297122461918,-0.0866730923568,0.144776125288,-0.0338816566315,-0.103170308972,-0.0169690784248,-0.168639018054,0.0671047722034,0.062508270474,0.0660710332546,0.0887740814559,0.00518478146501
aen,-0.107523087082,-0.0100701686579,-0.117789560458,-0.151736271116,0.304664709176,0.175091581118,-0.261275055239,0.0912717535744,-0.0698956675056,-0.0749105176529,0.268752111602,0.0711886136348,0.0920807834127,0.0310506665614,-0.214437716767,0.0097935983411,-0.0600907369882,0.270001066412,0.169511501807,0.196574763515
awn,-0.103741635015,0.0479709236336,-0.0841577645562,-0.0252051152552,0.136760755588,0.153717726434,-0.128411281806,0.0598914314594,-0.0115037384812,-0.077812846345,0.164527993102,-0.0237120892815,-0.0664977027641,0.0200119846024,-0.181991442588,0.072244275312,0.0510796787956,0.115615631546,0.104658272424,0.00986287032153
hh,-0.487801257808,-0.523741832581,-0.537191608253,-0.494898647565,-0.0695821960725,-0.338834142148,-0.0437489633863,-0.417841860091,0.34870192035,-0.571024468688,-0.0878345429788,0.432017331782,0.438936555147,-0.200547996104,-0.642171044982,0.462724691362,-0.49082369648,-0.489459491129,-0.206215082984,-0.622007889007
jh,0.358586382694,0.0380960268415,0.425987238909,-0.261464258649,0.263958706826,-0.0414337546696,0.0129657984243,-0.429083386543,-0.414236892075,-0.346797245765,0.172356832769,0.123522012897,-0.541004715758,-0.333753049599,0.264623701261,-0.0440840710481,0.281027546335,-0.250559657456,-0.444528604344,-0.54569731235
ahl,-0.0334780507619,0.00410707991878,-0.0474371524511,-0.00564296221919,0.101855709407,0.12097460158,-0.0792592197765,0.0296692854476,-0.00142879999869,-0.0650030610603,0.106209490222,-0.0218391139241,-0.0893239758124,-0.0354269874328,-0.132144306118,0.0756531760334,0.0318103645521,0.055966362668,0.0576179096307,-0.0268595965377
dx,0.605199222749,-0.645692503553,-0.401151936039,0.192830040349,-0.521346407863,-0.535543177105,0.328972879858,0.277490910752,-0.615416877001,-0.361495260956,0.150175193263,-0.261938809457,-0.364549662973,0.361905863706,0.336205080171,0.238206698653,-0.194236878457,-0.622719455448,-0.377182651809,-0.613753183521
own,-0.379906634619,0.293636255456,-0.397239711469,0.182004710552,0.401144935226,0.251328580261,-0.251035377604,0.42088247513,0.125458772618,-0.0805021779352,0.150799107437,0.0856115969608,0.0868086326337,0.0975040775379,-0.417935970794,0.187138004299,0.131931063519,0.225851819614,0.141579920266,0.172536418115
em,-0.166850076888,-0.158959737706,-0.322027242132,0.382002175723,0.490716038819,0.480435663066,-0.307006203496,0.423675683872,0.224317556264,-0.171124543681,0.60923544735,0.589230761369,0.452163034228,0.281155575899,0.159361709422,0.255070153423,-0.50543028342,0.265363008543,0.229398850734,-0.383761567502
iyih,-0.0344935650706,0.00476879784933,-0.0464408146685,-0.00580132653639,0.100131466549,0.120450998583,-0.0799469657513,0.0298395572581,-0.00144199753921,-0.0638080851944,0.1058680524,-0.0213213358953,-0.0887560875532,-0.0348359733058,-0.131411986274,0.0776963276365,0.0316110703805,0.0565102550604,0.0576772284563,-0.0293304088586
b,0.218349276988,-0.410705526282,-0.53022099287,-0.418027376224,-0.196090512112,0.312470058711,-0.475855902421,-0.340426161867,-0.609892674686,-0.106962410052,-0.465019210976,-0.426992749348,0.393756421266,-0.437999123561,0.495618086935,-0.147607322841,0.484868916907,-0.66301827874,-0.312659751786,-0.505734244668
d,0.311957224477,0.20599909882,0.410909304371,-0.332246591555,-0.506827788433,-0.290536099658,0.358181888724,-0.534598518034,-0.299368074943,-0.247194956367,0.773072834988,-0.169645972484,-0.501007715193,-0.0217560325891,-0.354471183283,0.556437575195,0.39344844992,-0.563758519404,-0.15232938119,-0.348471234784
g,0.39658074387,0.0313467671407,0.299650102119,-0.492607211542,-0.331595241491,0.404174389166,0.247677748978,0.400229591237,0.206021224181,-0.489119153254,-0.426493710504,0.43830554697,-0.529740299955,-0.216992410428,0.377285740504,-0.0489789662948,0.200259049607,-0.427992589036,-0.604941619642,-0.401967787774
f,0.482487943002,0.148245249986,-0.397058235746,-0.346813970575,0.000440734931344,0.326233539056,0.540704209361,-0.238644828985,-0.222537074259,-0.415908761175,-0.432012542215,0.328221834698,-0.249508650912,-0.481398644131,0.147807500676,0.250656057291,-0.500249625659,-0.125493895531,0.50522737714,-0.496613247498
h,-0.0336131910233,0.00326826220613,-0.0482461907984,-0.00602547696085,0.0982447913078,0.119619514781,-0.0811098155401,0.030095259681,-5.45266153691e-05,-0.0650294446206,0.105840593747,-0.0205036738477,-0.0926404822507,-0.0360583992644,-0.128825933813,0.0724983030038,0.031505823053,0.0543083926196,0.0584595981966,-0.0263906810255
k,-0.555300496242,0.486343344387,-0.472505378153,-0.339432818981,-0.43917160876,-0.116057550798,0.140422438683,-0.222929462588,-0.53951944847,-0.47352761168,-0.378657619162,0.516267275671,-0.550053604215,-0.656451274552,0.449319972226,0.569048784752,-0.39231341455,-0.420031183073,-0.657500366467,0.538915425191
iyn,-0.127449749108,-0.0449890078601,-0.10271478642,0.0125742363135,0.131741532025,0.131101678891,-0.134216973931,0.0722800475392,-0.00750266709994,-0.0860444481325,0.144141070118,-0.0720502632819,-0.119526878956,0.0342997942512,-0.17729090384,0.0707836880116,0.111307802508,0.117019236672,0.110354063589,-0.0309977981878
m,0.527591714293,0.125632503062,-0.291161623824,0.497565615922,-0.483376526981,0.491487013647,0.393302691556,-0.609717181679,-0.441846500339,0.325027913182,0.365745816832,0.532653326947,0.502444712046,-0.243928939812,0.213962601357,0.551254493476,0.0425898498327,0.333545783359,-0.498016743581,-0.487040267199
l,0.467038240159,-0.523320562222,0.480012173341,0.233311676186,-0.294828371146,0.609787384085,-0.456736624128,-0.528551214072,-0.442535782863,-0.468562116046,-0.151492828824,-0.245825196002,-0.0423846654881,-0.563949724795,-0.511172470445,-0.08940272115,-0.617919684004,0.648562403273,-0.464996780759,-0.431119189921
o,-0.0334780507619,0.00410707991878,-0.0474371524511,-0.00564296221919,0.101855709407,0.12097460158,-0.0792592197765,0.0296692854476,-0.00142879999869,-0.0650030610603,0.106209490222,-0.0218391139241,-0.0893239758124,-0.0354269874328,-0.132144306118,0.0756531760334,0.0318103645521,0.055966362668,0.0576179096307,-0.0268595965377
n,0.34056468328,0.385277901046,0.370073595269,0.537489677196,-0.389883564093,-0.414409294854,-0.238165222395,0.555485312796,-0.441441706894,0.325414554986,-0.566906992871,0.571654937351,0.381405039915,-0.416970079035,-0.641984964514,0.162889393988,0.0858832063185,-0.45796542599,-0.184440569785,-0.287193918366
p,-0.4242391936,-0.418483848957,-0.459499766497,0.21050046226,0.505809339556,0.495428131016,0.406804578897,-0.491617904009,-0.465337370949,0.343678833299,-0.597095060462,0.380586448456,-0.27353690651,-0.469262351689,0.0276215770805,-0.386006118727,0.326942147374,-0.548003086064,-0.361612111095,-0.585402041419
s,0.576473646823,-0.524739212728,0.423018114398,-0.468086187177,0.40637446925,-0.526502751282,0.205904470746,-0.46549625706,-0.461283905537,-0.394839106878,-0.613604549093,0.502784802778,0.363476720929,0.309938610054,0.481158698855,0.520342488869,0.227195942784,0.367597009498,0.393624375077,0.381737377571
sh,0.447294017465,-0.221039195346,0.0101730302562,-0.222656929775,0.570936922858,-0.540203701624,0.0410362596964,-0.318960596573,-0.525067763297,0.331728626364,-0.00445171852054,-0.103771069409,-0.365358152706,-0.336306904521,0.346165641761,0.276846623326,-0.367333462797,-0.176607124535,-0.114625668168,0.00367776653483
uh,0.271739855189,0.225844177845,-0.295343770047,-0.0267036656961,0.223399145644,0.509353441593,-0.642446761301,0.615568029447,0.412975714852,0.425881685339,0.38374844637,-0.561164434862,-0.173195107059,-0.0969584934473,-0.563204824244,-0.0785109643285,-0.162810554128,0.46866049627,0.460848177805,0.504393390613
oy,-0.162886280306,0.101419616777,0.0801148998247,0.0114814934085,0.317044004269,0.403636566312,-0.236266387687,0.189528188604,0.281241834256,-0.0916823224797,0.304305718151,-0.204929733715,-0.129147540114,0.0801907070461,-0.42295860475,0.186725436412,-0.00759538539627,0.178170980929,0.153996343839,-0.0134436968244
v,0.444115805524,0.231438865915,-0.356079205322,0.094634645693,-0.47964991704,0.33498999261,0.497619978037,-0.291216751031,-0.402594237613,0.135396346394,-0.433119946169,0.0176024258383,-0.516347987118,0.22747407636,-0.0978710947501,0.310369255133,-0.140361051764,-0.457197154842,0.328410646614,-0.604343144632
y,0.323224235373,0.237039211981,-0.307259207747,0.144158773085,0.582461250326,-0.568783609776,-0.523498448361,-0.552457539593,0.597984011369,-0.406091875117,0.595487321591,0.485159565241,-0.581455006063,0.247196691782,-0.00979581440451,-0.390148630577,-0.513206576069,-0.452867333585,-0.261481415718,-0.499789250611
ihn,-0.156048179408,0.0553767856667,0.0757158446912,-0.0116382912097,0.243638436222,0.0891404827631,-0.235373909677,0.209206847381,0.03888741728,0.0828065700975,0.193355956568,-0.0831300161531,-0.0692093414246,0.0161690864945,-0.222868364623,0.154279288521,0.0995750932592,0.191595135118,0.103705364936,0.102260459839
z,-0.0595100225409,0.247505049808,0.114181368382,0.358953120695,-0.230740066796,-0.451745365867,-0.0691176239606,-0.598309618395,-0.456606829133,-0.197545384923,-0.349578543633,-0.291030392465,-0.551615283006,0.21796046075,-0.343008341504,0.516276664383,0.424650714992,0.231717413791,0.338923432902,-0.471245600255
uw,-0.467761292908,0.354642092398,-0.562374335389,0.465661889678,0.595382618448,0.394657233738,-0.641017872399,-0.469003791148,0.200808865451,0.311367158482,0.635705090159,-0.496464048236,0.21625497569,0.522823835152,0.0860557884117,0.251805538899,0.477202519242,0.566149221666,0.408137725787,0.616923323245
uwn,-0.0355170477489,0.00596987469651,-0.0389252522415,-0.00578259664152,0.112223470449,0.113413335849,-0.0846614738769,0.0140203665441,0.00301973957546,-0.0485330888367,0.0965696650401,-0.0419965061932,-0.0761498607327,-0.0122640263513,-0.123469817038,0.074501353869,0.027990557686,0.0613409517015,0.0532257681224,-0.0194285306248
