label,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,c13,c14,c15
iy,0.546157513486,-0.342493318983,-0.25985633141,0.552599061567,0.161736430321,0.1318828819,-0.260234486018,-0.631830787377,0.668454846209,-0.705395493974,0.445591486267,-0.442351429519,-0.00805676763916,0.0443809743222,0.082529077578
aa,0.432390807589,-0.141684533403,-0.714164582687,0.666698125004,0.470754789189,0.370728529808,0.568730341688,0.608027695019,0.199438146608,0.26961058351,0.301413744642,-0.385534225256,0.40110165605,0.463624484482,-0.729109045979
en,0.323065546753,-0.261427802253,0.203663626561,-0.0244767314532,-0.0421233327408,-0.148287603477,-0.226988332239,-0.366690234856,0.141115667447,0.42317727467,0.352518224049,0.374187098398,0.154037684953,0.335533230134,0.170294256461
ae,0.742817740993,-0.472802741849,-0.0796880976366,0.248528569966,0.38875822525,-0.0217746697633,0.666207118064,-0.645657534444,-0.554235295336,0.33721458011,0.650641111175,-0.473722181,0.716360602992,0.33837396416,-0.364177842708
eh,0.413495773448,-0.782965369626,-0.530370893407,0.207828514882,0.216879243498,-0.113304223908,0.856869852075,-0.0489489683043,0.535837424359,0.417148590313,0.913846646994,-0.373270976986,0.382244356319,0.550013362057,-0.190563284407
el,0.55803549076,0.156153653623,-0.312729912466,0.267315676609,0.338918060603,0.472822754644,-0.425527886192,0.186257097601,0.150489526899,-0.210804466623,0.179079339539,0.155987398142,-0.0394392259985,0.102884471502,0.558259514371
ah,0.822760700891,-0.1528976108,-0.551028760408,0.333724597347,0.679538414706,-0.472718474511,0.232655788867,0.0245077255837,0.331138048716,0.388385263371,0.851373044941,-0.083634926526,0.166991579303,-0.0917420746114,-0.197080149337
ahn,0.342751273101,-0.0713930764401,-0.229145915306,0.167445517663,0.0747638964699,0.0693657177014,0.123003742449,-0.0190207299838,0.0919336824181,0.087656940555,0.250736924762,0.0250033261294,0.0469480718603,0.151916573941,0.0553282073695
ow,-0.0206132791467,0.0462266143883,-0.393663812315,0.179603553656,0.610414070993,-0.035084013485,0.598514745655,0.111367187812,0.0988878275637,-0.661826927673,0.788288281206,0.139223057676,-0.227625777974,0.557566035089,-0.533268087135
ao,0.445518592003,-0.654414480295,-0.235434104272,0.206617324064,0.69299798844,0.641160090832,0.49083276143,0.315504420395,0.682883097581,0.351022877952,0.0244073007253,-0.338550146227,-0.16268736694,0.235137865684,-0.76565872637
w,0.386717478869,0.437699873052,-0.154506177572,-0.786115158275,-0.838834902501,-0.552709101903,-0.314539691258,0.0565187368879,0.673057470481,-0.162985679499,-0.628350659521,0.287880537625,0.602409111649,0.114865526074,-0.591855868978
ih,0.716370209102,-0.799178147926,0.318505662924,0.681464805215,0.590973865291,-0.0390590340233,0.534668657528,-0.406375993372,0.456015136878,0.655327131454,0.725975677873,0.231259158996,-0.021072954996,0.421391831992,-0.0643479773683
ch,-0.517260380396,-0.264107127013,-0.0801387191138,-0.287174210924,-0.256319289474,-0.115490077746,-0.325719140388,0.554000919002,0.595553647133,0.133795589269,-0.298883414522,0.298917483604,0.0923122045903,0.509432147842,0.206343659305
ey,-0.072685793648,-0.263617778636,-0.364748015231,0.545153907862,0.649477316534,0.352073463489,0.497696629281,-0.577059855679,0.161364801656,0.0299793899671,0.667154093462,-0.121741806123,0.217379829408,-0.338680525348,0.222376524874
aw,0.589700691311,0.0615010810062,-0.224832677379,0.533162261221,0.0968019682877,0.26326704796,0.10035650759,-0.255036296648,-0.100810776513,0.129947455742,0.592792873055,0.0194712223472,0.697369082259,0.692164798248,-0.483813854114
ay,0.0897795144009,0.244659973314,-0.532708230222,0.582754427329,0.414248095422,-0.11330205811,0.380400151826,-0.658183575427,0.104347354701,0.624560239311,0.00620305922836,-0.689659390655,-0.430172737386,0.350990136879,-0.405844767008
