label,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,c13,c14,c15
iy,-0.423855381483,0.826233361796,-0.986328357022,0.309979757872,0.89010307153,-0.253261772209,-0.110218265698,-0.671907836341,0.931139723704,0.0400629159748,0.321159504531,-0.850405769973,0.909814714014,0.966865155097,-0.236862287018
aa,0.840266922234,0.102457234876,0.509397072962,0.783511822719,-0.610411159835,0.673351771266,-0.146075902694,-0.678591969636,-0.445451456446,0.702947397336,-0.617810509067,0.661769806659,0.0437997282768,-0.788548545069,-0.837552697646
en,-0.370894234024,-0.230292383747,0.871995011648,0.658865954338,0.682268089336,-0.195779674827,-0.586783039067,0.600650038727,-0.232884751476,-0.0227839402511,0.685149130338,-0.83598561395,0.661728842862,0.680135226906,0.731327250504
ae,-0.771464175618,-0.359652285577,0.824446945801,-0.493986399197,0.417995594485,-0.631071432114,0.659779713171,-0.739625139427,-0.574190699318,0.748220787088,-0.599693704906,-0.903694542974,0.370999219161,0.527679122275,-0.425710971393
eh,0.130981390454,-0.823539946363,-0.095238908128,0.733846301463,-0.63640494714,-0.844521859964,1.02420346268,0.329287468608,0.0757242044185,0.698048138564,-0.617485808706,0.492045669783,0.496001128807,1.09986542446,-0.889615095829
el,0.907857394216,0.791238424989,-0.330591601991,-0.842857567017,0.691850279207,0.794648501035,-0.690952733551,-0.144841984763,0.272280982927,-0.694808482374,0.547455724062,-0.0833913581822,-0.179478330716,0.738229697666,-0.615380247682
ah,1.01762271778,-0.209074148044,-1.0349869763,0.512581401181,0.582229633657,-0.904927654546,0.569888893155,-1.041580647,-0.514204088332,0.0698771629857,-0.37902633,0.877350053447,0.808310063118,-0.476088096934,0.573873748096
ahn,0.450877159395,0.14384550408,0.24722909807,-0.413840323838,-0.311449023058,0.327781744101,0.261782275548,-0.409733219139,-0.208699215283,-0.00691727378892,0.0900244926149,-0.24466213579,0.100942008648,0.331048376849,-0.391111882938
ow,0.764927624379,0.796550310844,0.584348786758,1.00201934224,0.517584136455,-0.294977413294,0.45487477715,0.529819645996,0.456335038304,-0.499708985312,0.585848966564,0.828072448407,0.228886339677,-0.255398496295,-0.827709243337
ao,0.12919832377,-0.692396425784,0.5784311196,0.589933360859,0.617105345206,0.980364395609,0.868636139134,0.397267856446,0.817059251892,0.633625682374,-0.114234008657,-0.537833749215,-0.751936247445,0.376559616008,-0.669897791045
