label,c1,c2,c3,c4,c5
iy,-0.274185555376,0.561445048887,0.733842044398,0.950314971616,0.0810682675182
aa,-0.435982894668,-0.61352523699,0.49062439054,1.30495570009,-0.345245182505
en,-0.182941986779,-0.069825298427,0.0701589219593,0.018571958534,0.349701858076
ae,-1.02799475428,0.0176710384932,0.784220147455,1.22168854507,0.261709422856
eh,-1.28269194174,-1.0442501298,0.465717422586,1.04630749994,0.197349363657
el,0.161906990026,0.703327012749,-0.303705668651,0.782204384715,0.395489926185
ah,-0.454987093821,-0.256073627865,0.20792451122,1.07402682818,0.325056457953
ahn,-0.26522884078,0.0775528938715,0.0507980381376,0.506557808175,0.19639981063
ow,-0.777149311952,-0.211422472452,-0.394157549799,0.913976087257,-0.0992765374936
ao,-0.880555190471,-0.583375145593,1.08881544386,0.594998023904,-0.425157128087
w,0.175502928086,0.620548608256,0.035390205552,-0.870664090262,-0.919339367708
ih,-0.662913898049,-0.763801429594,1.03612574437,0.580856752829,1.21851381421
ch,-0.380757145293,-0.246636823235,-0.210406560917,-0.82320142391,-0.531189221854
ey,-0.447207397448,0.149825695384,0.444664853789,0.846586490087,0.500989987259
aw,-0.571039237474,-0.0256760571132,0.384331340297,0.971474258861,0.0925944919658
ay,0.423624175099,-0.0893445599754,1.16059019096,1.06834673971,-0.202007144538
zh,-0.209337146586,-0.1308595651,-0.18600740826,-0.676781011264,0.137076891405
tq,0.16835116649,-1.2374645762,-1.02666028647,-0.22507115849,-0.0409239852477
er,-0.493225817472,0.512926667226,-0.0611956821108,0.768926946538,0.982613699397
#,-0.0878045563579,-0.0694660682577,-0.0281421460422,-0.00169268283007,0.0360484962995
ayn,-0.14842951133,-0.0267123104903,0.0444688774118,0.147708084867,0.157585626232
eng,-0.0319925309109,-0.084110449623,0.133805361522,-0.0426045468477,0.122193047542
aan,-0.145709972626,-0.0453057982004,-5.90628631631e-05,0.500332117717,0.221869117535
eyn,-0.14742458498,-0.0709287743382,0.132273452267,0.213952765642,0.188557418169
nx,1.30626931615,-0.431483487617,-0.93409361966,-1.11978237297,-0.280026289337
oyn,-0.0940918357335,-0.0421365669974,-0.0257225125483,0.232229634256,0.126553321502
r,0.809053765538,0.567562503205,-0.975795991923,0.284444265085,1.10336496326
th,-0.145231896928,-0.173397413421,0.0242541268823,-0.888409008205,-0.280976080224
t,-0.308331705957,-0.444084709193,-0.816520123985,-0.568633360047,0.369678900255
ehn,-0.187004569318,-0.0282960221819,0.0254654526809,0.405039065568,0.0968676185754
<,-0.126211238125,0.164878900089,-0.315242255181,0.106659374349,-0.0228570758907
>,-0.199472649333,0.0432299384438,-0.086830535855,-0.0628272902105,-0.226540275046
ng,1.08845555313,-1.06537591147,0.680613758232,-0.955269447242,1.08469070905
dh,0.397913998078,1.33447862336,0.00994232282035,-1.30022667833,-0.204174605888
uhn,-0.109214167139,-0.0490214032224,-0.0343049883512,0.0411324529936,0.0499925225572
aon,-0.132440484027,-0.034512862927,-0.020149402793,0.146502498649,0.0512400489599
aen,-0.227962996785,-0.111926629728,0.286768643992,0.295594501248,0.251198219413
awn,-0.187676582891,-0.0394541432904,0.0970338448887,0.159928650991,0.125324046445
hh,-0.108798833686,1.07047740956,-1.2152023649,-0.417560186146,-0.908967497477
jh,-0.1595176248,-0.0634546206106,-0.197744506254,-0.962932980098,-0.112534923576
ahl,-0.0914704912873,-0.0722095349391,-0.0178030789391,0.028971292472,0.0381700797647
dx,0.430280284523,-0.299855429148,-0.885785098526,-1.1939677189,-0.364720403246
own,-0.329054390881,-0.176095936428,0.1185712359,0.702820923281,0.236301031672
em,-0.588536541095,0.688483445524,-0.357574057162,0.670518732681,-0.561340815356
iyih,-0.0860210915323,-0.0694997267016,-0.0247164638783,-0.00148632439708,0.0348832854655
b,0.205357428586,0.366840275202,-0.301952113062,-0.46338124547,-1.11767862118
d,-0.171423997252,-0.212384008724,-0.48865694007,-0.831744750302,0.317373609425
g,0.0399083523161,-0.47121796674,0.189470297237,-1.2033679504,-0.348196428812
f,0.179738945543,-0.462151224024,-0.139199504969,-0.769976249118,-0.701904218623
h,-0.0909721022034,-0.0627570314003,-0.0291339140999,-0.0167661058989,0.0346401832297
k,-0.334107549834,-0.616391943538,-0.366833106401,-0.952350106873,0.0764759071001
iyn,-0.130784474386,0.0259294489823,0.068720353515,0.0840220850936,-0.0197669210286
m,0.747043338532,-0.418711237735,-0.404214990699,-0.0962373923844,-0.521349519809
l,0.959082118384,0.184296374869,-0.605412526689,0.0997927735041,0.0332103200524
o,-0.0948383654362,-0.0678912111893,-0.0261719965545,0.00710863717449,0.0343766138088
n,0.670412717371,-0.945795461245,-0.690992387802,-0.278481188248,0.154090279658
p,0.0167605171516,-0.139548538883,-0.138686046954,-0.458153646117,-1.31484037344
s,0.485091358946,-0.343178746081,0.288051550867,-0.737554356025,0.210741671526
sh,0.0531768322669,-0.0128343549348,-0.357492295288,-0.822325865646,-0.0105928223542
uh,0.20389856524,0.00509755953147,0.505842813225,1.3791432964,1.04908169944
oy,-0.153303249842,0.117605752003,0.0281717992825,0.663786833611,0.47627263973
v,0.464052304725,-0.812856979027,-0.385122444691,-0.766620804322,-0.466964828916
y,-0.655709001437,1.21994753288,-0.850248208749,-1.25013021327,-0.0617027445284
ihn,-0.29662098588,-0.0788985215919,0.361177751779,0.202077937419,0.366992676735
z,0.425802158177,-0.456935370987,0.0421620701756,-0.494087050876,-0.0938959152714
