label,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,c13,c14,c15,c16,c17,c18,c19,c20,c21,c22,c23,c24,c25
iy,-0.779889229445,0.123700034956,0.604447272338,-0.393865212917,-0.684992104239,0.215258402587,-0.692830701846,-0.354237475189,-0.634952640208,-0.554946037639,-0.573969775612,0.559022380644,0.526322926412,0.463175143724,-0.40716506179,0.0171929943065,0.660159649476,0.69420641309,-0.00786997018318,-0.584633360025,0.488638145556,-0.565754385523,-0.739687683523,-0.128811249753,-0.716258099923
el,-0.586033101893,0.0748786502489,0.352428996129,-0.163347290139,-0.29058872936,-0.464425553703,0.513452578738,0.389212800031,-0.445575957959,-0.563603625912,-0.101844354411,0.412246328648,-0.0170914695373,-0.39162100407,0.255951747418,0.3232098365,0.317594664036,0.0561197508535,-0.409922745078,-0.637801908366,-0.179518997156,-0.241596551736,-0.382382404916,-0.275338622135,-0.598457990874
aa,0.453546694288,0.455440256862,0.0387913557152,-0.0651053891091,-0.677410948917,-0.646978144257,-0.369216821463,-0.492089828552,0.0705669829696,-0.58321128063,0.532927110856,0.55746038221,0.600469430805,0.447719743585,-0.662524031668,-0.0787399709574,-0.39290849366,-0.544132406331,-0.487474081787,-0.489861556779,0.826176188504,-0.620746779316,0.388630442132,-0.34452387584,0.294160821634
ch,-0.0417289728338,0.0954228012094,0.214976616704,-0.276859994335,0.218280516088,-0.207750572399,0.222788536419,0.0182261872439,0.182127861544,-0.148608967995,0.5385778351,-0.264256633471,-0.193069594044,-0.472997389223,0.416427900106,-0.0222528757831,0.49094735035,0.376102745561,0.0375947235066,0.148471739986,-0.382186470442,0.747564864638,0.288117488695,0.344201620709,-0.615026793052
ae,-0.742257823384,0.250230670071,0.673936030858,0.636319840483,-0.715991308489,-0.206257499719,-0.63359361914,-0.58717787352,0.489563842598,-0.672860476625,-0.570921880556,-0.591769616378,0.696171255392,0.606590472509,0.282244765987,-0.118801352028,-0.693952454579,-0.450145916184,-0.354356481806,0.517475132391,0.737542979741,0.130400880138,-0.399628213312,-0.402136154368,-0.347206625305
eh,-0.0555429317323,-0.717532960263,0.669064233188,-0.171178313413,-0.713602576016,-0.541547209331,-0.725906721319,-0.735218140723,-0.406703553934,-0.251354195198,-0.587688333033,0.0828935571269,0.600431311301,0.682373095933,-0.0850503654371,0.554619314229,-0.707553312942,-0.753922427601,0.0451605863572,-0.335605079737,0.419001297093,-0.609837042616,-0.00848073294163,0.0131823602896,0.611432697339
ah,0.316261976941,-0.344475464627,0.561699741638,-0.520354473717,-0.548249470493,0.55030474155,-0.753631817562,-0.0183814343941,-0.61083710588,-0.587293734719,0.324415266507,-0.152050980592,0.691906113318,-0.295305200912,0.547739023903,-0.200322621663,-0.689132357632,-0.768605036123,-0.680348784394,-0.47686598569,0.647819714558,-0.77899102622,0.129820177516,-0.638788293187,-0.471184882336
ao,-0.029868979415,0.0336103509847,-0.0107501102238,-0.0431108811604,-0.0673445469819,-0.0423054827884,-0.0475449612441,-0.0306070303116,0.0560898287844,-0.204390230041,-0.0489306466608,0.0258624371765,-0.0400431200586,0.0628405713466,0.0438604006147,0.0873848697788,0.163529712607,0.133739761671,-0.136631068869,-0.173517214737,0.139156796826,0.120434090343,-0.0251451775059,-0.0405258719949,-0.00397158714669
ih,-0.648618664345,0.201250999753,-0.26627742174,0.261731362802,-0.408994395804,-0.154071717435,-0.596885889294,-0.24457045636,0.574272816887,0.620983226021,-0.337618782656,-0.442256008828,0.742417165086,0.396273188125,-0.70721310849,-0.323326862879,-0.788679187886,-0.718650450798,-0.641349260673,-0.800924709616,0.289987116292,-0.7799532171,-0.153169713514,-0.851257634702,-0.000997147387471
en,-0.607867833528,-0.45917837821,0.309220885501,-0.383434115884,-0.0929075304842,-0.223045403633,0.279195963352,0.69561707701,0.366722187182,-0.31828970423,0.247605262997,0.485746898164,0.0665683235374,0.388809528567,-0.471439251198,0.16052720565,0.276402667078,-0.301421978144,-0.557676878539,-0.0276781094527,0.466879745939,0.503776056893,-0.175375523485,-0.488162717076,-0.138708740676
