label,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,c13,c14,c15,c16,c17,c18,c19,c20,c21,c22,c23,c24,c25
iy,0.335501087836,-0.214503482003,0.555550446599,-0.48821495789,-0.13493311512,-0.572005214282,-0.756174206535,0.0372137625557,-0.281413895681,-0.620654641297,-0.553907233412,0.599260911383,-0.755209711208,-0.428084616583,-0.41076002785,-0.318251464933,-0.144771938907,-0.289161005723,0.216107094784,0.494740822859,-0.633927777519,0.600229267773,-0.743811900067,0.0371254276469,-0.651146192274
el,-0.117606839271,0.43417653283,0.544084481885,0.0600341353181,-0.154064757692,-0.464566350904,-0.364248537543,0.315681289764,0.389998352921,0.688183562449,0.679485988761,-0.227086990382,-0.127595350695,-0.659765886371,-0.377579040271,0.224533916387,0.477251959419,-0.461934670187,0.680710204674,-0.000922780994474,0.444648444418,-0.328552988063,-0.694750602607,0.383025858432,-0.332303901528
aa,-0.708533442594,-0.139833638648,0.211672503416,0.101630705896,0.724807449302,-0.366658149517,-0.447219565433,0.237008417953,0.648789936949,-0.189454723334,-0.643978029168,0.449030099252,0.611863566227,-0.66427946738,-0.776865478492,-0.487897214602,0.111627357818,-0.528413648811,-0.281451828354,0.812941161619,0.72203190012,-0.763369551806,-0.369778303844,0.456957451928,0.552750298685
ch,-0.143066446996,0.446749618894,-0.0681819705819,0.284911810493,0.654547286102,0.641913345411,0.151227458348,0.567726056579,-0.541883617933,0.415612125473,0.69163847337,-0.646595778916,-0.387234207841,-0.378528433751,-0.299758613185,0.239139212741,-0.54545276545,0.138779502107,-0.284283676257,0.197365716319,-0.539406719883,0.125805851418,0.62763975026,-0.381154004854,-0.241632263913
ae,-0.909204951912,0.373976385032,0.576169262545,-0.26049958528,-0.625978956856,0.352295234627,0.0406677324671,-0.666130378524,0.375414101217,-0.630334511973,-0.360314547023,-0.578475461472,-0.116476473574,0.499282370614,-0.487292868256,0.627494167919,-0.834031507381,-0.540537197283,0.579177122221,0.309053742079,-0.23467513677,-0.841733100442,-0.268706098562,0.295863607321,0.245681332007
eh,-0.643703413695,-0.615805035639,0.717795907353,0.133303207261,0.837745186031,-0.346798669269,0.413661373266,-0.777910282901,-0.460541925671,-0.224603814249,-0.739950487294,-0.366793844124,0.781483067581,-0.136690889756,-0.582908849391,0.67145546946,0.208209720902,0.209368569239,0.78086005222,0.607238515929,-0.0860421788023,0.199025138634,-0.844442557985,0.477842760336,0.518158785791
ah,-0.0561344954684,-0.0764768510294,0.79268525204,0.578525390242,0.567155650102,0.162700629551,-0.192364547987,-0.759418254539,-0.679936291951,0.481043761587,0.364537333184,0.475219379103,0.557352263549,-0.425116743801,0.716516970943,-0.660717257328,-0.596873456314,-0.566126704591,0.222288044727,0.3163360534,-0.728050256133,-0.697573102888,0.0734796395534,0.455725914174,-0.0899833273542
ao,-0.144956337775,0.0282288611705,0.0704552552436,0.0507877026949,0.155643922953,-0.0652332419913,-0.0636379511848,-0.00842879728515,-0.137009629629,0.0113905998174,0.0428588508024,-0.0315786787431,-0.0267090603269,0.0707783927511,-0.0774412470056,0.144536795748,-0.101113528117,-0.136370537932,0.0510475856459,0.0781948981873,0.0259241073911,-0.135971650779,-0.0618231059475,0.12396522474,0.0697850878686
ih,-0.522519530921,-0.323360149102,-0.307975161304,0.0274021218165,0.589947571284,-0.668721311883,0.348730897071,0.0120583576951,0.193180044476,0.405440830948,-0.815829126835,-0.519121976025,0.519863885954,0.156200575509,-0.56308503216,-0.577929785984,-0.83570635422,-0.325630873405,0.595086119937,-0.56615964541,-0.48364894117,-0.81057649395,-0.787684878578,-0.485042104267,0.0137981563863
en,0.0803303130989,0.338090114593,0.261121942222,-0.106331790446,0.0905512251691,0.0453685405858,-0.340166958425,-0.418469407476,-0.338812118607,0.307224578329,0.138085741123,0.00278302022444,-0.389899234073,-0.483719692256,0.337913994324,0.11819304199,-0.156948268987,0.233791548345,-0.117400461086,0.107701763109,0.232488517159,-0.447709259514,-0.470232950873,-0.289806299528,0.499417235178
