label,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,c13,c14,c15,c16,c17,c18,c19,c20
iy,0.758255046387,0.776110560139,-0.170520737022,-0.668230584663,0.806986844005,-0.538813450263,-0.617771551452,-0.575091871165,-0.433680932763,0.149831589511,0.347987605167,-0.671742390867,-0.660292131363,0.56191257114,-0.55346462321,0.47751827985,0.131819261948,-0.582744768512,0.505493701862,-0.329232084628
el,0.224134845239,-0.0119587465602,-0.454443931238,-0.648094730857,0.604337716584,-0.408874080285,0.160129401385,-0.125025666971,0.26812780311,0.506959880125,0.380130471001,-0.14569766449,-0.180625533986,0.0735425913464,0.69061470295,0.310617195802,-0.162528294459,0.192596831824,0.550989112002,-0.699077417524
aa,-0.161982703683,0.655462197726,-0.656432463025,0.711107950156,-0.358424440848,-0.270701169307,0.460508966006,-0.626114378854,-0.462976718089,0.563943020505,0.756128069737,0.375032025684,-0.658767225652,0.161824006057,-0.762778135175,0.422588857778,-0.498325739491,-0.265929552891,0.423834706518,0.636245066029
ch,-0.297987940526,-0.646672033046,0.224202723532,-0.0877211838151,0.192559575425,0.547822000676,0.30640588751,0.405259600182,0.528755505637,0.014518374571,0.236915314735,0.444689643881,-0.420057569246,0.211140584077,0.473546022383,-0.127650710451,0.301096247818,0.369336940762,-0.0410700733897,-0.75236562114
ae,-0.329775129027,0.705590118649,-0.783516743759,0.170895882179,0.247674636991,-0.596040773506,0.0899307916622,-0.198742500242,0.705249943601,-0.682420352776,-0.0453161062614,-0.779693774745,-0.622518017923,-0.705672802502,-0.545766129362,-0.49550194581,0.333790708605,-0.665293282926,0.744200093282,0.654391411032
eh,-0.228759285767,0.807796535764,0.372489986018,0.288010460867,-0.595955163098,-0.652074486132,0.75088129803,-0.891033031882,-0.220268126372,-0.445293523869,0.480086725893,-0.782279640342,-0.713068562108,-0.278326599006,0.00515302652174,0.610178941186,-0.218598751986,-0.395760439165,0.61520126272,0.681716187092
ah,-0.482092855615,0.72682450238,-0.809218573168,-0.417186771737,0.480799609767,0.588869353078,0.758293631493,-0.166296256835,-0.735075101443,-0.511831822294,0.676834185129,-0.685213749735,-0.68972847941,-0.387502068315,-0.465190400827,0.526414739752,-0.651497802599,0.466507693015,0.698238684755,0.478096243479
ao,0.07703474216,-0.0385206989486,0.0400730242293,-0.0416505163891,0.0676563728658,-0.00665561748346,0.0769088523404,-0.0333790459568,0.110444245558,0.0865763031367,0.00976955655872,0.0720719390617,-0.0510769715547,0.0565442227716,-0.0956196839492,-0.0383255174467,0.00703456500058,0.0576675754034,0.016669271008,-0.0806207019402
ih,0.602279856316,0.334356327713,-0.820772458844,0.418586089611,-0.525747101517,-0.64778026956,0.495726072415,-0.278141637365,-0.64518418942,-0.173751242982,0.56663888118,-0.704700964341,0.496514827686,-0.715424187078,-0.752403900212,-0.598868370051,-0.718150666445,-0.656589049498,0.664860427404,0.5215447045
en,0.357581379572,0.2218086016,-0.549828612936,-0.264000694621,0.0927548545324,-0.259631762642,-0.410607781975,-0.441572362961,0.326610308817,0.139931833354,0.4750012474,0.618514948283,0.467413933215,-0.64950893111,0.216485925424,0.521577107784,0.401141153625,0.31662165629,0.251013843591,0.244541794221
